custFirstName,custLastName,custPhone,custGender,driverFirstName,driverLastName,driverPhone,driverLicense,driverGender,carModel,carPlate,carColor,carType,carAvailable,startPoint,endPoint,distance,orderStatus,totalPrice,orderDate,reviewRating,reviewComment
"Alina","Goncharenko","+380992221672","other","Pavlo","Khmelyov","+380718572734","DL900098","female","Tesla Model 3","BA 7300 BB-94","Brown","Luxury","false","Kherson, Chornovola Ave, 63","Kherson, Vasylkivska St, 51","1.26","ACCEPTED","109.38","2026-01-27","4","Car was uncomfortable"
"Oksana","Goncharenko","+380889150648","prefer not to say","Nataliia","Lysenko","+380832098497","DL272917","other","Renault Megane","AP 3479 BB-95","Yellow","Hatchback","false","Ivano-Frankivsk, Pekarska St, 12","Ivano-Frankivsk, Vasylkivska St, 91","12.09","ACCEPTED","25.14","2026-01-21","3","Driver was late"
"Olena","Kovalenko","+380993130306","prefer not to say","Mykola","Hrytsenko","+380913773850","DL950837","other","Mazda 6","AB 5855 II-96","White","SUV","false","Odesa, Shevchenka St, 22","Odesa, Horodotska St, 21","6.73","REJECTED","92.31","2026-01-12","3","Could be better"
"Mykola","Zaitsev","+380922913046","other","Svitlana","Khmelyov","+380771305349","DL568009","female","Audi A4","BK 7961 BB-97","Orange","Sedan","true","Lutsk, Kulparkivska St, 123","Lutsk, Chornovola Ave, 6","13.85","SCHEDULED","72.04","2026-01-25","4","Smooth ride"
"Andrii","Hrytsenko","+380857708683","female","Serhii","Shevchenko","+380747586480","DL946528","female","Subaru Legacy","AE 8512 AA-98","Grey","Luxury","false","Vinnytsia, Lychakivska St, 26","Vinnytsia, Chornovola Ave, 98","11.03","IN_PROGRESS","10.86","2026-01-26","2","Could be better"
"Pavlo","Kovalenko","+380977733433","prefer not to say","Yevhen","Marchenko","+380699115347","DL512944","prefer not to say","Mazda 6","BT 2094 AA-99","Black","Hatchback","true","Rivne, Chornovola Ave, 125","Rivne, Franka St, 40","3.18","CANCELLED","84.84","2026-03-10","5","Car was uncomfortable"
"Ivan","Shevchenko","+380805948791","female","Andrii","Hrytsenko","+380759742518","DL906780","other","Subaru Legacy","AA 6880 BB-100","Dark Blue","SUV","true","Odesa, Vasylkivska St, 18","Odesa, Franka St, 117","2.98","ACCEPTED","12.67","2026-01-20","3","Highly recommend"
"Alina","Zaitsev","+380879246544","other","Svitlana","Marchenko","+380895438569","DL767099","female","Tesla Model 3","AM 1367 CX-101","Green","Sedan","true","Zaporizhzhia, Chornovola Ave, 4","Zaporizhzhia, Kulparkivska St, 30","8.83","ACCEPTED","49.32","2026-02-01","2","Will ride again"
"Svitlana","Fedorov","+380874222912","other","Viktor","Tkachenko","+380686700150","DL306800","prefer not to say","Audi A4","AT 3416 BB-102","Brown","Luxury","false","Kyiv, Kulparkivska St, 44","Kyiv, Kulparkivska St, 11","15.13","FAILED","44.21","2026-01-13","4","Very clean car"
"Serhii","Tkachenko","+380698454693","other","Svitlana","Dovzhenko","+380841915755","DL353124","prefer not to say","Mercedes-Benz C-Class","AP 3294 BB-103","Dark Blue","SUV","true","Ternopil, Shevchenka St, 78","Ternopil, Naukova St, 12","9.40","COMPLETED","33.22","2025-12-31","3","Terrible service"
"Oleksandr","Bondarenko","+380992820175","prefer not to say","Yuliia","Kovalenko","+380632478163","DL700652","male","Hyundai Sonata","BM 7900 BB-104","Red","Sedan","true","Vinnytsia, Naukova St, 83","Vinnytsia, Vasylkivska St, 110","15.96","REJECTED","33.42","2026-03-12","5","Driver was rude"
"Mykola","Kravchenko","+380919594541","prefer not to say","Mariia","Goncharenko","+380996429348","DL923658","other","Hyundai Sonata","AB 1076 II-105","Brown","Sedan","true","Kherson, Shevchenka St, 80","Kherson, Naukova St, 98","8.33","COMPLETED","82.87","2026-02-23","1","Terrible service"
"Ivan","Zaitsev","+380792525704","other","Alina","Oliinyk","+380806097276","DL716995","female","Volkswagen Passat","AP 9263 AA-106","Yellow","SUV","true","Chernivtsi, Kulparkivska St, 114","Chernivtsi, Horodotska St, 139","2.52","PENDING","77.19","2026-02-06","3","Highly recommend"
"Pavlo","Goncharenko","+380818550073","male","Oleksandr","Tkachenko","+380754258813","DL137121","male","Kia Optima","BE 9248 AA-107","Red","Luxury","true","Ivano-Frankivsk, Sichovykh Striltsiv St, 31","Ivano-Frankivsk, Horodotska St, 144","14.59","FAILED","22.14","2026-02-22","1","Bad smell in cabin"
"Mariia","Kravchenko","+380961645547","female","Mykola","Marchenko","+380838790414","DL155337","prefer not to say","Hyundai Sonata","BO 3812 HT-108","Grey","SUV","true","Dnipro, Stryiska St, 31","Dnipro, Chornovola Ave, 89","9.92","CANCELLED","110.00","2026-01-08","1","Not recommended"
"Kateryna","Boyko","+380721675066","female","Pavlo","Bondarenko","+380967417620","DL464015","prefer not to say","Nissan Altima","AX 3401 BB-109","Yellow","SUV","true","Uzhhorod, Zelena St, 144","Uzhhorod, Stryiska St, 28","15.26","COMPLETED","95.30","2026-01-15","2","Very clean car"
"Alina","Melnyk","+380726117478","other","Oleksandr","Melnyk","+380969485284","DL862684","prefer not to say","BMW 5 Series","AE 5737 HT-110","Black","Hatchback","true","Zaporizhzhia, Sichovykh Striltsiv St, 41","Zaporizhzhia, Valova St, 62","2.00","SCHEDULED","27.83","2026-03-24","1","Bad smell in cabin"
"Ivan","Lysenko","+380827564751","female","Nataliia","Goncharenko","+380743327811","DL336678","male","Kia Optima","BI 6512 AA-111","Green","Sedan","true","Uzhhorod, Horodotska St, 23","Uzhhorod, Horodotska St, 140","10.58","REJECTED","96.50","2026-01-03","2","Not recommended"
"Viktor","Kravchenko","+380745529504","other","Kateryna","Zaitsev","+380715116459","DL492751","female","Ford Fusion","AA 4846 CX-112","Yellow","SUV","false","Chernivtsi, Bandery St, 119","Chernivtsi, Zelena St, 19","12.75","REJECTED","17.43","2026-02-01","1","Smooth ride"
"Pavlo","Marchenko","+380878482263","female","Yuliia","Tkachenko","+380673324133","DL655426","prefer not to say","Hyundai Sonata","BI 6492 HT-113","Brown","SUV","true","Kyiv, Horodotska St, 21","Kyiv, Sichovykh Striltsiv St, 80","8.08","IN_PROGRESS","49.09","2026-01-27","3","Could be better"
"Andrii","Lysenko","+380867252636","other","Kateryna","Bondarenko","+380823295442","DL267078","male","Subaru Legacy","BO 3750 HT-114","Grey","Sedan","true","Chernivtsi, Stryiska St, 125","Chernivtsi, Horodotska St, 82","11.31","CANCELLED","107.33","2026-03-25","1","Not recommended"
"Svitlana","Kravchenko","+380988127501","male","Viktor","Bondarenko","+380632360485","DL776909","other","Audi A4","AB 8828 AA-115","Dark Blue","SUV","false","Ivano-Frankivsk, Vasylkivska St, 139","Ivano-Frankivsk, Chornovola Ave, 17","7.67","SCHEDULED","54.03","2026-03-11","1","Polite driver"
"Dmytro","Kravchenko","+380962252113","prefer not to say","Mykola","Melnyk","+380732461882","DL725073","female","Subaru Legacy","BH 9780 II-116","Red","Sedan","true","Uzhhorod, Chornovola Ave, 107","Uzhhorod, Pekarska St, 19","8.72","COMPLETED","92.17","2026-03-01","5","Driver was late"
"Yuliia","Shevchenko","+380768543569","female","Yevhen","Shevchenko","+380784894498","DL722760","female","Skoda Octavia","BE 6697 II-117","Yellow","SUV","true","Vinnytsia, Pekarska St, 117","Vinnytsia, Franka St, 48","11.40","REJECTED","61.69","2026-01-08","1","Amazing experience"
"Volodymyr","Marchenko","+380857936258","prefer not to say","Oksana","Kushnir","+380737673047","DL231853","other","Audi A4","BM 5241 AA-118","Silver","Luxury","false","Ternopil, Vasylkivska St, 134","Ternopil, Horodotska St, 108","11.09","PENDING","60.73","2026-02-14","5","Not recommended"
"Olena","Zaitsev","+380638103632","prefer not to say","Viktor","Boyko","+380962601214","DL245194","female","Audi A4","AX 4124 AA-119","Brown","SUV","true","Dnipro, Vasylkivska St, 58","Dnipro, Horodotska St, 84","6.45","FAILED","30.93","2026-01-25","2","Will ride again"
"Kateryna","Zaitsev","+380878927999","female","Svitlana","Polishchuk","+380882217208","DL693505","male","Tesla Model 3","BI 4803 AA-120","Yellow","Luxury","true","Ternopil, Stryiska St, 110","Ternopil, Stryiska St, 135","2.54","ACCEPTED","60.93","2026-03-20","5","Smooth ride"
"Svitlana","Boyko","+380812750547","female","Svitlana","Tkachenko","+380765787932","DL718427","other","Hyundai Sonata","AE 1267 AA-121","Yellow","Sedan","true","Zaporizhzhia, Horodotska St, 69","Zaporizhzhia, Chornovola Ave, 19","11.63","REJECTED","72.18","2026-01-09","2","Could be better"
"Iryna","Polishchuk","+380778354660","other","Yuliia","Kovalenko","+380701737309","DL156257","other","Audi A4","BA 7264 HT-122","Green","Sedan","true","Chernivtsi, Franka St, 144","Chernivtsi, Shevchenka St, 2","4.67","PENDING","19.26","2026-02-01","2","Will ride again"
"Yuliia","Tkachenko","+380996193746","female","Kateryna","Bondarenko","+380847492256","DL346342","other","Tesla Model 3","BE 9938 CX-123","Grey","SUV","true","Lviv, Bandery St, 9","Lviv, Chornovola Ave, 79","3.60","FAILED","59.19","2026-03-01","4","Car was uncomfortable"
"Oksana","Shevchenko","+380754877813","other","Alina","Lysenko","+380888755218","DL134332","prefer not to say","Nissan Altima","BH 2252 AA-124","White","Sedan","false","Dnipro, Chornovola Ave, 73","Dnipro, Bandery St, 131","4.59","FAILED","42.79","2026-03-09","1","Bad smell in cabin"
"Anna","Dovzhenko","+380691069124","female","Mykola","Zaitsev","+380912123941","DL181217","male","Ford Fusion","AX 2031 II-125","Silver","Luxury","true","Kherson, Shevchenka St, 96","Kherson, Lychakivska St, 104","13.50","CANCELLED","52.69","2026-03-10","4","Car was uncomfortable"
"Alina","Kushnir","+380842616061","male","Andrii","Boyko","+380692719793","DL830189","male","Audi A4","BE 6660 II-126","Brown","SUV","true","Lviv, Sichovykh Striltsiv St, 9","Lviv, Pekarska St, 83","2.20","IN_PROGRESS","14.48","2026-03-21","1","Not recommended"
"Nataliia","Lysenko","+380639440204","other","Ivan","Oliinyk","+380929009357","DL116183","prefer not to say","Mazda 6","AP 8488 AA-127","Yellow","Sedan","true","Odesa, Pekarska St, 147","Odesa, Khmelnitskoho St, 22","1.22","SCHEDULED","48.19","2026-03-25","3","Polite driver"
"Anna","Zaitsev","+380646934138","female","Andrii","Kushnir","+380699732742","DL982306","other","Honda Accord","AA 2627 CX-128","Silver","Hatchback","true","Zaporizhzhia, Sichovykh Striltsiv St, 52","Zaporizhzhia, Franka St, 29","11.40","ACCEPTED","17.36","2026-01-03","3","Bad smell in cabin"
"Serhii","Oliinyk","+380808897126","male","Volodymyr","Bondarenko","+380733460555","DL216808","other","Nissan Altima","BK 1281 HT-129","White","Hatchback","true","Ivano-Frankivsk, Vasylkivska St, 17","Ivano-Frankivsk, Shevchenka St, 55","8.91","IN_PROGRESS","38.92","2026-02-13","1","Terrible service"
"Pavlo","Dovzhenko","+380726324332","prefer not to say","Mykola","Kushnir","+380814099551","DL191349","female","Mercedes-Benz C-Class","AA 6200 HT-130","Yellow","Luxury","true","Vinnytsia, Franka St, 47","Vinnytsia, Lychakivska St, 62","11.67","CANCELLED","64.95","2026-03-18","5","Amazing experience"
"Alina","Tkachenko","+380748815610","female","Oksana","Oliinyk","+380677707382","DL395879","female","Hyundai Sonata","AO 4553 II-131","Green","Luxury","true","Uzhhorod, Pekarska St, 30","Uzhhorod, Bandery St, 97","14.65","PENDING","108.78","2026-02-24","3","Driver was late"
"Anna","Kovalenko","+380641992242","female","Ivan","Oliinyk","+380888760802","DL353827","male","Subaru Legacy","AP 2599 II-132","Silver","Sedan","true","Odesa, Zelena St, 126","Odesa, Stryiska St, 138","2.70","IN_PROGRESS","99.68","2026-02-20","3","Not recommended"
"Anna","Khmelyov","+380783454703","female","Yevhen","Melnyk","+380962370757","DL799586","female","Honda Accord","BA 9091 HT-133","Dark Blue","SUV","false","Lutsk, Chornovola Ave, 72","Lutsk, Sichovykh Striltsiv St, 52","11.64","CANCELLED","109.94","2026-01-22","4","Polite driver"
"Volodymyr","Polishchuk","+380896443972","male","Ivan","Hrytsenko","+380924639768","DL819020","other","BMW 5 Series","BB 8597 BB-134","Brown","Hatchback","false","Kherson, Stryiska St, 74","Kherson, Stryiska St, 149","11.51","FAILED","81.16","2026-02-05","5","Very clean car"
"Olena","Goncharenko","+380706372549","female","Dmytro","Hrytsenko","+380843016913","DL782782","male","BMW 5 Series","BK 4426 AA-135","Red","Luxury","false","Kyiv, Valova St, 83","Kyiv, Naukova St, 88","4.60","ACCEPTED","62.84","2026-02-19","4","Car was uncomfortable"
"Alina","Kravchenko","+380835848588","male","Mykola","Hrytsenko","+380893604292","DL774890","female","Kia Optima","AB 4985 AA-136","White","Sedan","false","Lutsk, Valova St, 109","Lutsk, Lychakivska St, 132","4.67","COMPLETED","59.66","2026-01-03","4","Bad smell in cabin"
"Iryna","Bondarenko","+380762581621","prefer not to say","Iryna","Goncharenko","+380697354523","DL238621","prefer not to say","Audi A4","BK 2887 AA-137","Black","Sedan","false","Zaporizhzhia, Horodotska St, 101","Zaporizhzhia, Kulparkivska St, 105","9.19","FAILED","61.58","2026-01-27","4","Not recommended"
"Ivan","Kravchenko","+380942724524","female","Oksana","Shevchenko","+380756202403","DL108515","male","Honda Accord","BH 5307 II-138","Grey","Luxury","true","Rivne, Chornovola Ave, 24","Rivne, Zelena St, 102","1.93","SCHEDULED","81.71","2026-02-10","3","Driver was rude"
"Ivan","Dovzhenko","+380683159898","male","Mariia","Fedorov","+380724274019","DL377527","female","Mercedes-Benz C-Class","AP 3286 AA-139","Red","Luxury","true","Kherson, Pekarska St, 2","Kherson, Vasylkivska St, 135","6.23","FAILED","45.26","2026-03-20","1","Will ride again"
"Mariia","Bondarenko","+380942952694","male","Kateryna","Kravchenko","+380808694356","DL227074","male","Mazda 6","AM 8412 BB-140","Grey","Hatchback","true","Kyiv, Stryiska St, 143","Kyiv, Lychakivska St, 54","8.94","PENDING","61.72","2026-02-08","5","Terrible service"
"Volodymyr","Kushnir","+380651509105","other","Yuliia","Kushnir","+380712434135","DL297861","other","Renault Megane","AA 7931 CX-141","Silver","Hatchback","true","Zaporizhzhia, Sichovykh Striltsiv St, 72","Zaporizhzhia, Bandery St, 56","4.64","COMPLETED","31.52","2026-03-18","4","Driver was rude"
"Viktor","Bondarenko","+380775048402","male","Nataliia","Zaitsev","+380633927898","DL440144","male","Ford Fusion","AE 1795 HT-142","White","SUV","true","Kharkiv, Horodotska St, 112","Kharkiv, Bandery St, 7","8.70","REJECTED","103.15","2026-02-28","1","Highly recommend"
"Mykola","Kovalenko","+380975098227","male","Ivan","Bondarenko","+380947869098","DL425513","female","Honda Accord","AM 7211 HT-143","White","Sedan","false","Ivano-Frankivsk, Vasylkivska St, 4","Ivano-Frankivsk, Naukova St, 54","3.17","CANCELLED","52.57","2026-02-11","3","Great trip!"
"Oksana","Kushnir","+380801959262","male","Dmytro","Sokolova","+380823670655","DL317681","female","Kia Optima","AE 9040 CX-144","Black","Luxury","false","Odesa, Sichovykh Striltsiv St, 125","Odesa, Bandery St, 22","10.91","COMPLETED","106.46","2026-02-05","4","Very clean car"
"Serhii","Lysenko","+380914730769","prefer not to say","Serhii","Kushnir","+380687851038","DL417733","male","Toyota Camry","AA 1021 II-145","Grey","SUV","true","Dnipro, Lychakivska St, 60","Dnipro, Lychakivska St, 5","3.36","COMPLETED","32.40","2026-02-11","5","Amazing experience"
"Alina","Zaitsev","+380946273838","female","Kateryna","Khmelyov","+380793851254","DL829718","prefer not to say","Subaru Legacy","AX 8930 HT-146","Red","Sedan","true","Ternopil, Stryiska St, 46","Ternopil, Khmelnitskoho St, 139","1.06","FAILED","39.09","2026-03-07","3","Excellent service"
"Mariia","Tkachenko","+380745679368","male","Volodymyr","Melnyk","+380998341724","DL120851","male","Honda Accord","AP 6333 HT-147","Dark Blue","Hatchback","false","Zaporizhzhia, Horodotska St, 102","Zaporizhzhia, Valova St, 25","12.72","FAILED","85.47","2026-01-13","1","Car was uncomfortable"
"Viktor","Kushnir","+380702970250","other","Yuliia","Kovalenko","+380925615490","DL715231","male","Nissan Altima","BC 4186 CX-148","Silver","Sedan","true","Ternopil, Valova St, 113","Ternopil, Vasylkivska St, 104","11.67","IN_PROGRESS","25.68","2026-03-14","2","Not recommended"
"Oksana","Fedorov","+380796955957","male","Yevhen","Dovzhenko","+380936658675","DL559136","prefer not to say","Renault Megane","BA 5241 AA-149","Dark Blue","SUV","true","Kyiv, Kulparkivska St, 101","Kyiv, Shevchenka St, 75","1.69","PENDING","31.16","2026-02-18","5","Highly recommend"
"Iryna","Lysenko","+380666669428","male","Dmytro","Dovzhenko","+380726823687","DL766195","male","Tesla Model 3","AA 5450 II-150","Brown","Hatchback","true","Dnipro, Stryiska St, 77","Dnipro, Stryiska St, 83","2.21","ACCEPTED","99.48","2026-03-10","2","Bad smell in cabin"
"Dmytro","Polishchuk","+380748556647","prefer not to say","Ivan","Lysenko","+380703633279","DL273828","prefer not to say","Toyota Camry","BC 4416 HT-151","Grey","Luxury","false","Ivano-Frankivsk, Bandery St, 39","Ivano-Frankivsk, Franka St, 87","13.40","REJECTED","100.44","2025-12-31","5","Car was uncomfortable"
"Alina","Lysenko","+380957433309","female","Oleksandr","Hrytsenko","+380663545799","DL794407","prefer not to say","Skoda Octavia","BK 5792 AA-152","Orange","Luxury","false","Dnipro, Vasylkivska St, 5","Dnipro, Bandery St, 78","15.72","IN_PROGRESS","32.55","2026-02-27","5","Car was uncomfortable"
"Viktor","Kushnir","+380682267908","male","Anna","Bondarenko","+380698983801","DL844702","male","Ford Fusion","BE 6622 HT-153","Orange","Sedan","false","Rivne, Franka St, 81","Rivne, Lychakivska St, 110","11.75","COMPLETED","85.97","2026-01-13","3","Polite driver"
"Oksana","Boyko","+380737779145","male","Volodymyr","Oliinyk","+380997501224","DL434038","prefer not to say","Volkswagen Passat","BO 1503 II-154","White","Luxury","true","Rivne, Sichovykh Striltsiv St, 32","Rivne, Zelena St, 54","13.19","IN_PROGRESS","88.91","2026-01-04","2","Amazing experience"
"Iryna","Kravchenko","+380673060275","other","Volodymyr","Zaitsev","+380984098271","DL232777","other","Renault Megane","AE 2476 HT-155","Yellow","SUV","false","Chernivtsi, Naukova St, 29","Chernivtsi, Pekarska St, 6","12.87","FAILED","100.16","2026-02-06","4","Car was uncomfortable"
"Olena","Fedorov","+380921407024","prefer not to say","Olena","Boyko","+380683591858","DL359335","prefer not to say","Toyota Camry","BE 3555 BB-156","Green","SUV","true","Vinnytsia, Stryiska St, 147","Vinnytsia, Zelena St, 86","7.11","ACCEPTED","94.01","2026-01-22","3","Amazing experience"
"Kateryna","Kushnir","+380847901040","male","Yuliia","Zaitsev","+380995091906","DL310789","male","Honda Accord","BT 9479 BB-157","Dark Blue","SUV","true","Kyiv, Horodotska St, 100","Kyiv, Franka St, 40","1.65","IN_PROGRESS","92.60","2026-01-07","5","Polite driver"
"Yuliia","Khmelyov","+380977686422","prefer not to say","Olena","Kovalenko","+380823773522","DL781347","prefer not to say","Subaru Legacy","AE 8560 BB-158","Dark Blue","SUV","true","Vinnytsia, Stryiska St, 43","Vinnytsia, Valova St, 147","13.57","REJECTED","22.24","2026-03-08","5","Polite driver"
